ZIP3,Location,States,Senators,Senator_Phones,Senator_Contact_Forms,House_Reps,House_Rep_Phones,House_Rep_Contact_Pages
105,"Westchester / Yonkers, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Ritchie Torres (D); George Latimer (D); Michael Lawler (R),202-225-4361; 202-225-2464; 202-225-6506,https://ritchietorres.house.gov; https://latimer.house.gov; https://lawler.house.gov
106,"White Plains, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,George Latimer (D); Michael Lawler (R),202-225-2464; 202-225-6506,https://latimer.house.gov; https://lawler.house.gov
107,"Yonkers / Mount Vernon, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,George Latimer (D),202-225-2464,https://latimer.house.gov
108,"New Rochelle, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Alexandria Ocasio-Cortez (D); George Latimer (D),202-225-3965; 202-225-2464,https://ocasio-cortez.house.gov; https://latimer.house.gov
109,"Suffern / Rockland County, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Michael Lawler (R); Patrick Ryan (D); Josh Riley (D),202-225-6506; 202-225-5614; 202-225-5441,https://lawler.house.gov; https://patryan.house.gov; https://riley.house.gov
110,"Queens, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Thomas R. Suozzi (D); Laura Gillen (D),202-225-3335; 202-225-5516,https://suozzi.house.gov; https://gillen.house.gov
111,"Long Island City / Queens, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Alexandria Ocasio-Cortez (D); Grace Meng (D); Nydia M. Velázquez (D),202-225-3965; 202-225-2601; 202-225-2361,https://ocasio-cortez.house.gov; https://meng.house.gov; https://velazquez.house.gov
112,"Brooklyn, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Daniel S. Goldman (D); Nicole Malliotakis (R); Nydia M. Velázquez (D); Hakeem S. Jeffries (D); Yvette D. Clarke (D),202-225-7944; 202-225-3371; 202-225-2361; 202-225-5936; 202-225-6231,https://goldman.house.gov; https://malliotakis.house.gov; https://velazquez.house.gov; https://jeffries.house.gov; https://clarke.house.gov
113,"Flushing / Jamaica, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Alexandria Ocasio-Cortez (D); Thomas R. Suozzi (D); Gregory W. Meeks (D); Grace Meng (D); Nydia M. Velázquez (D),202-225-3965; 202-225-3335; 202-225-3461; 202-225-2601; 202-225-2361,https://ocasio-cortez.house.gov; https://suozzi.house.gov; https://meeks.house.gov; https://meng.house.gov; https://velazquez.house.gov
114,"Jamaica / Far Rockaway, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Thomas R. Suozzi (D); Gregory W. Meeks (D); Grace Meng (D); Nydia M. Velázquez (D),202-225-3335; 202-225-3461; 202-225-2601; 202-225-2361,https://suozzi.house.gov; https://meeks.house.gov; https://meng.house.gov; https://velazquez.house.gov
115,"Jamaica / Southern Queens, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Thomas R. Suozzi (D); Laura Gillen (D),202-225-3335; 202-225-5516,https://suozzi.house.gov; https://gillen.house.gov
116,"Far Rockaway, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Gregory W. Meeks (D),202-225-3461,https://meeks.house.gov
117,"Hicksville / Nassau County, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Nick LaLota (R); Andrew R. Garbarino (R); Thomas R. Suozzi (D); Laura Gillen (D),202-225-3826; 202-225-7896; 202-225-3335; 202-225-5516,https://lalota.house.gov; https://garbarino.house.gov; https://suozzi.house.gov; https://gillen.house.gov
118,"Hicksville east / Islip, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Thomas R. Suozzi (D),202-225-3335,https://suozzi.house.gov
119,"Patchogue / Eastern Suffolk, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Nick LaLota (R); Andrew R. Garbarino (R),202-225-3826; 202-225-7896,https://lalota.house.gov; https://garbarino.house.gov
120,"Albany, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Josh Riley (D); Paul Tonko (D); Elise M. Stefanik (R),202-225-5441; 202-225-5076; 202-225-4611,https://riley.house.gov; https://tonko.house.gov; https://stefanik.house.gov
121,"Albany metro, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Josh Riley (D); Paul Tonko (D); Elise M. Stefanik (R),202-225-5441; 202-225-5076; 202-225-4611,https://riley.house.gov; https://tonko.house.gov; https://stefanik.house.gov
122,"Albany south, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Paul Tonko (D),202-225-5076,https://tonko.house.gov
123,"Schenectady, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Paul Tonko (D),202-225-5076,https://tonko.house.gov
124,"Kingston / Poughkeepsie, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Patrick Ryan (D); Josh Riley (D); Paul Tonko (D); Elise M. Stefanik (R),202-225-5614; 202-225-5441; 202-225-5076; 202-225-4611,https://patryan.house.gov; https://riley.house.gov; https://tonko.house.gov; https://stefanik.house.gov
125,"Poughkeepsie, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Michael Lawler (R); Patrick Ryan (D); Josh Riley (D),202-225-6506; 202-225-5614; 202-225-5441,https://lawler.house.gov; https://patryan.house.gov; https://riley.house.gov
126,"Middletown / Newburgh, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Patrick Ryan (D),202-225-5614,https://patryan.house.gov
127,"Middletown, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Patrick Ryan (D); Josh Riley (D),202-225-5614; 202-225-5441,https://patryan.house.gov; https://riley.house.gov
128,"Glens Falls, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Paul Tonko (D); Elise M. Stefanik (R),202-225-5076; 202-225-4611,https://tonko.house.gov; https://stefanik.house.gov
129,"Plattsburgh, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Elise M. Stefanik (R),202-225-4611,https://stefanik.house.gov
130,"Syracuse, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Josh Riley (D); Elise M. Stefanik (R); John W. Mannion (D); Claudia Tenney (R),202-225-5441; 202-225-4611; 202-225-3701; 202-225-3665,https://riley.house.gov; https://stefanik.house.gov; https://mannion.house.gov; https://tenney.house.gov
131,"Syracuse east, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Josh Riley (D); Elise M. Stefanik (R); John W. Mannion (D); Claudia Tenney (R),202-225-5441; 202-225-4611; 202-225-3701; 202-225-3665,https://riley.house.gov; https://stefanik.house.gov; https://mannion.house.gov; https://tenney.house.gov
132,"Syracuse south, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,John W. Mannion (D),202-225-3701,https://mannion.house.gov
133,"Utica, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Josh Riley (D); Elise M. Stefanik (R); John W. Mannion (D); Claudia Tenney (R),202-225-5441; 202-225-4611; 202-225-3701; 202-225-3665,https://riley.house.gov; https://stefanik.house.gov; https://mannion.house.gov; https://tenney.house.gov
134,"Utica south / Cooperstown, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Josh Riley (D); Elise M. Stefanik (R); John W. Mannion (D); Claudia Tenney (R),202-225-5441; 202-225-4611; 202-225-3701; 202-225-3665,https://riley.house.gov; https://stefanik.house.gov; https://mannion.house.gov; https://tenney.house.gov
135,"Watertown, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Elise M. Stefanik (R); John W. Mannion (D),202-225-4611; 202-225-3701,https://stefanik.house.gov; https://mannion.house.gov
136,"Watertown north, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Elise M. Stefanik (R); Claudia Tenney (R),202-225-4611; 202-225-3665,https://stefanik.house.gov; https://tenney.house.gov
137,"Binghamton, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Josh Riley (D); John W. Mannion (D); Nicholas A. Langworthy (R),202-225-5441; 202-225-3701; 202-225-3161,https://riley.house.gov; https://mannion.house.gov; https://langworthy.house.gov
138,"Binghamton east, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Josh Riley (D); John W. Mannion (D); Nicholas A. Langworthy (R),202-225-5441; 202-225-3701; 202-225-3161,https://riley.house.gov; https://mannion.house.gov; https://langworthy.house.gov
139,"Binghamton west, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Josh Riley (D),202-225-5441,https://riley.house.gov
140,"Buffalo, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Nicholas A. Langworthy (R); Claudia Tenney (R); Timothy M. Kennedy (D),202-225-3161; 202-225-3665; 202-225-3306,https://langworthy.house.gov; https://tenney.house.gov; https://kennedy.house.gov
141,"Buffalo south, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Nicholas A. Langworthy (R); Claudia Tenney (R); Timothy M. Kennedy (D),202-225-3161; 202-225-3665; 202-225-3306,https://langworthy.house.gov; https://tenney.house.gov; https://kennedy.house.gov
142,"Buffalo east, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Nicholas A. Langworthy (R); Timothy M. Kennedy (D),202-225-3161; 202-225-3306,https://langworthy.house.gov; https://kennedy.house.gov
143,"Niagara Falls, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Nicholas A. Langworthy (R); Claudia Tenney (R); Timothy M. Kennedy (D),202-225-3161; 202-225-3665; 202-225-3306,https://langworthy.house.gov; https://tenney.house.gov; https://kennedy.house.gov
144,"Rochester, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Nicholas A. Langworthy (R); Claudia Tenney (R); Joseph D. Morelle (D),202-225-3161; 202-225-3665; 202-225-3615,https://langworthy.house.gov; https://tenney.house.gov; https://morelle.house.gov
145,"Rochester south, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Nicholas A. Langworthy (R); Claudia Tenney (R); Joseph D. Morelle (D),202-225-3161; 202-225-3665; 202-225-3615,https://langworthy.house.gov; https://tenney.house.gov; https://morelle.house.gov
146,"Rochester east, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Joseph D. Morelle (D),202-225-3615,https://morelle.house.gov
147,"Ithaca / Elmira, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Nicholas A. Langworthy (R),202-225-3161,https://langworthy.house.gov
148,"Ithaca, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Josh Riley (D); Nicholas A. Langworthy (R); Claudia Tenney (R),202-225-5441; 202-225-3161; 202-225-3665,https://riley.house.gov; https://langworthy.house.gov; https://tenney.house.gov
149,"Elmira, NY",NY,Kirsten E. Gillibrand (D); Charles E. Schumer (D),202-224-4451; 202-224-6542,https://www.gillibrand.senate.gov/contact/email-me; https://www.schumer.senate.gov/contact/email-chuck,Nicholas A. Langworthy (R),202-225-3161,https://langworthy.house.gov
150,"Pittsburgh, PA",PA,John Fetterman (D); David McCormick (R),202-224-4254; 202-224-6324,https://www.fetterman.senate.gov/contact/; https://mccormick.senate.gov/,Summer L. Lee (D); Guy Reschenthaler (R); Mike Kelly (R); Christopher R. Deluzio (D),202-225-2135; 202-225-2065; 202-225-5406; 202-225-2301,https://summerlee.house.gov; https://reschenthaler.house.gov; https://kelly.house.gov; https://deluzio.house.gov
151,"Pittsburgh (north), PA",PA,John Fetterman (D); David McCormick (R),202-224-4254; 202-224-6324,https://www.fetterman.senate.gov/contact/; https://mccormick.senate.gov/,Summer L. Lee (D); Guy Reschenthaler (R); Christopher R. Deluzio (D),202-225-2135; 202-225-2065; 202-225-2301,https://summerlee.house.gov; https://reschenthaler.house.gov; https://deluzio.house.gov
152,"Pittsburgh (south), PA",PA,John Fetterman (D); David McCormick (R),202-224-4254; 202-224-6324,https://www.fetterman.senate.gov/contact/; https://mccormick.senate.gov/,Summer L. Lee (D); Guy Reschenthaler (R); Christopher R. Deluzio (D),202-225-2135; 202-225-2065; 202-225-2301,https://summerlee.house.gov; https://reschenthaler.house.gov; https://deluzio.house.gov
153,"Washington / Connellsville, PA",PA,John Fetterman (D); David McCormick (R),202-224-4254; 202-224-6324,https://www.fetterman.senate.gov/contact/; https://mccormick.senate.gov/,Summer L. Lee (D); Guy Reschenthaler (R); Christopher R. Deluzio (D),202-225-2135; 202-225-2065; 202-225-2301,https://summerlee.house.gov; https://reschenthaler.house.gov; https://deluzio.house.gov
